Packet Number,Device Name Source,Device Type Source,Source Address,Destination Address,Device Name Destination,Device Type Destination,Source Address ZigBee,Device Name ZigBee Source,Device Type ZigBee Source,Destination Address ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Human Command,Human Command Origin,Packet Type,Command String
52,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
53,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
54,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
55,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
56,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
57,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
58,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
59,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
60,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
61,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
62,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '110', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
63,Ledvance Bulb,Bulb,0xec7f,0xffff,Broadcast,Broadcast,0xec7f,Ledvance Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '5'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
64,Coordinator,Coordinator,0x0000,0xec7f,Ledvance Bulb,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
65,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
66,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
67,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
68,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
69,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
70,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
71,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
72,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
73,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
74,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
75,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
76,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
77,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
78,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
79,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
80,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
81,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
82,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
83,Ledvance Bulb,Bulb,0xec7f,0x711c,Philips Lamp 3,Bulb,0x0000,Coordinator,Coordinator,0x711c,Philips Lamp 3,Bulb,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '114', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
84,Philips Lamp 1,Bulb,0x1cd8,0xffff,Broadcast,Broadcast,0x1cd8,Philips Lamp 1,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '2'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
85,Power Plug 2,Socket,0xa706,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0,,Report Attributes (0x0a),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '217', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['221 (0x00dd)', '0 (0x0000)'], 'Int16': '0'}"
86,Coordinator,Coordinator,0x0000,0x1cd8,Philips Lamp 1,Bulb,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '217', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
87,Philips Lamp 1,Bulb,0x1cd8,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '217', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
88,Power Plug 2,Socket,0xa706,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0,,Report Attributes (0x0a),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '218', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Summation Delivered (0x0000)', 'Data Type': '48-Bit Unsigned Integer (0x25)', 'Uint48': '24 (0x0000000000000018)'}"
89,Coordinator,Coordinator,0x0000,0x1cd8,Philips Lamp 1,Bulb,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '218', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
90,Philips Lamp 1,Bulb,0x1cd8,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '218', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
91,Smart Socket,Socket,0xe1a6,0xffff,Broadcast,Broadcast,0xe1a6,Smart Socket,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '5'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
92,Moes Bulb,Bulb,0x1e15,0xffff,Broadcast,Broadcast,0x1e15,Moes Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
93,Power Plug 1,Socket,0x3d95,0xffff,Broadcast,Broadcast,0x3d95,Power Plug 1,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '2', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
94,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '3', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0x3d95', 'Incoming Cost': '3', 'Outgoing Cost': '2'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '0'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
95,Coordinator,Coordinator,0x0000,0xffff,Broadcast,Broadcast,0x0000,Coordinator,Coordinator,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '5'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
96,Philips Motion,Motion,0x059b,0x1cd8,Philips Lamp 1,Bulb,0x059b,Philips Motion,Motion,0x0000,Coordinator,Coordinator,1,device,Report Attributes (0x0a),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '155', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Measured Value': '16034 (=39.123610 [lx])'}"
97,Philips Lamp 1,Bulb,0x1cd8,0x0000,Coordinator,Coordinator,0x059b,Philips Motion,Motion,0x0000,Coordinator,Coordinator,0,,Route Record (0x05),"{'Layer ZBEE_NWK': '', 'Destination': ['0x0000', 'e0:79:8d:ff:fe:71:86:77 (e0:79:8d:ff:fe:71:86:77)'], 'Source': '0x059b', 'Radius': '30', 'Sequence Number': '104', 'Extended Source': ['00:17:88:01:08:68:18:1e (00:17:88:01:08:68:18:1e)', '00:17:88:01:06:e3:0a:cb (00:17:88:01:06:e3:0a:cb)'], 'Security Control Field': '0x28, Key Id: Network Key, Extended Nonce', 'Frame Counter': '3892050', 'Key Sequence Number': '0', 'Message Integrity Code': '4b660335', 'Key': '60ca4507229ff82271c615339e526146', 'Key Label': '', 'Command Identifier': 'Route Record (0x05)', 'Relay Count': '1', 'Relay Device 1': '0x1cd8', 'Command Frame': 'Route Record'}"
98,Philips Lamp 1,Bulb,0x1cd8,0x0000,Coordinator,Coordinator,0x059b,Philips Motion,Motion,0x0000,Coordinator,Coordinator,1,device,Report Attributes (0x0a),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '155', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Measured Value': '16034 (=39.123610 [lx])'}"
99,Philips Lamp 1,Bulb,0x1cd8,0x0000,Coordinator,Coordinator,0x059b,Philips Motion,Motion,0x0000,Coordinator,Coordinator,1,device,Report Attributes (0x0a),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '155', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Measured Value': '16034 (=39.123610 [lx])'}"
100,Coordinator,Coordinator,0x0000,0x1cd8,Philips Lamp 1,Bulb,0x0000,Coordinator,Coordinator,0x059b,Philips Motion,Motion,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '155', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
101,Philips Lamp 1,Bulb,0x1cd8,0xffff,Broadcast,Broadcast,0x1cd8,Philips Lamp 1,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '2'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
102,Smart Socket,Socket,0xe1a6,0xffff,Broadcast,Broadcast,0xe1a6,Smart Socket,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '7'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
103,Philips Lamp 1,Bulb,0x1cd8,0x059b,Philips Motion,Motion,0x0000,Coordinator,Coordinator,0x059b,Philips Motion,Motion,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '155', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
104,Philips Lamp 1,Bulb,0x1cd8,0x0000,Coordinator,Coordinator,0x059b,Philips Motion,Motion,0x0000,Coordinator,Coordinator,0,,Route Record (0x05),"{'Layer ZBEE_NWK': '', 'Destination': ['0x0000', 'e0:79:8d:ff:fe:71:86:77 (e0:79:8d:ff:fe:71:86:77)'], 'Source': '0x059b', 'Radius': '30', 'Sequence Number': '105', 'Extended Source': ['00:17:88:01:08:68:18:1e (00:17:88:01:08:68:18:1e)', '00:17:88:01:06:e3:0a:cb (00:17:88:01:06:e3:0a:cb)'], 'Security Control Field': '0x28, Key Id: Network Key, Extended Nonce', 'Frame Counter': '3892054', 'Key Sequence Number': '0', 'Message Integrity Code': 'c4b608e0', 'Key': '60ca4507229ff82271c615339e526146', 'Key Label': '', 'Command Identifier': 'Route Record (0x05)', 'Relay Count': '1', 'Relay Device 1': '0x1cd8', 'Command Frame': 'Route Record'}"
105,Moes Bulb,Bulb,0x1e15,0xffff,Broadcast,Broadcast,0x1e15,Moes Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
106,Ledvance Bulb,Bulb,0xec7f,0xffff,Broadcast,Broadcast,0xec7f,Ledvance Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
